momento;1-0005;5-0005;1-_006;5-_006;1-_007;5-_007;1-_008;5-_008;1-_010;5-_010;1-_011;5-_011;1-_016;5-_016;1-_018;5-_018;1-_019;5-_019;1-_021;5-_021;1-_035;5-_035;1-_038;5-_038;1-_039;5-_039;1-_041;5-_041;1-_043;5-_043;1-_045;5-_045;1-_047;5-_047;1-_050;5-_050;1-_064;5-_064;1-_065;5-_065;1-_066;5-_066;1-_067;5-_067;1-_071;5-_071;1-_076;5-_076;1-_078;5-_078;1-_079;5-_079;1-_083;5-_083;1-_084;5-_084;1-_089;5-_089;1-_092;5-_092;1-_095;5-_095;1-_096;5-_096;1-_097;5-_097;1-_098;5-_098;1-_099;5-_099;1-0112;5-0112;1-0116;5-0116;1-0109;5-0109
339;-247.86;-255.87;-277.77;-255.54;-166.88;-179.43;-272.48;-258.58;-173.68;-176.88;-182.28;-188.82;-203.89;-171.71;-166.17;-207.47;-228.92;-212.98;-210.44;-220.82;-250.45;-238.93;-306.48;-312.08;-321.37;-294.55;-231.09;-255.91;-245.77;-251.66;-232.13;-243.69;-242.9;-267.43;-275.9;-269.06;-294.25;-331.81;-181.86;-195.87;-139.14;-192.66;-303.97;-294.09;-196.59;-265.09;-135.8;-148.93;-184.45;-308.4;-189.16;-147.72;-312.82;-307.24;-336.1;-252.03;-226.12;-210.89;-224.83;-234.68;-50.94;-267.81;-260.13;-222.66;-266.18;-108.12;-220.03;-220.7;-291.54;-343.16;-250.74;-246.61;-316.03;-318.54;-244.44;-262.13
340;-247.03;-255.37;-276.77;-255.2;-166.09;-178.89;-272.02;-258.25;-173.22;-176.43;-181.61;-188.36;-203.64;-171.46;-165.67;-207.26;-228.54;-212.73;-209.94;-220.4;-249.95;-238.72;-305.81;-311.53;-321.04;-294.38;-230.59;-255.71;-245.11;-251.03;-231.59;-243.6;-242.44;-266.97;-275.44;-268.85;-293.42;-331.19;-180.48;-195.54;-138.72;-192.11;-303.6;-293.76;-195.79;-264.63;-135.38;-148.55;-184.07;-308.36;-189.08;-147.47;-312.03;-306.65;-335.26;-251.66;-225.5;-210.85;-224.25;-234.72;-50.4;-267.51;-259.83;-222.45;-265.72;-107.49;-219.24;-220.45;-290.75;-342.75;-250.36;-246.69;-315.32;-318;-244.15;-261.8
341;-246.4;-255.12;-276.06;-254.95;-165.51;-178.55;-271.31;-257.71;-172.47;-176.09;-181.11;-188.03;-203.14;-170.88;-165.17;-207.14;-228.17;-212.48;-209.52;-220.24;-249.24;-238.31;-305.48;-311.24;-320.41;-294.18;-230.09;-255.37;-244.65;-250.61;-231.05;-243.27;-242.06;-266.55;-275.15;-268.72;-292.83;-330.77;-179.77;-195.04;-137.97;-191.66;-302.93;-292.92;-195.21;-264.43;-134.97;-148.22;-183.24;-308.11;-188.66;-147.47;-310.94;-306.15;-334.64;-251.45;-225;-210.72;-223.66;-234.68;-49.69;-267.1;-259.38;-222.28;-265.38;-106.91;-218.61;-220.28;-290.33;-342.45;-249.82;-246.4;-314.99;-317.54;-243.81;-261.59
342;-245.52;-254.62;-275.4;-254.58;-164.71;-178.09;-270.81;-257.42;-172.1;-175.8;-180.36;-187.69;-202.72;-170.54;-164.71;-207.01;-227.83;-212.1;-209.19;-219.82;-248.82;-238.01;-304.81;-310.66;-319.99;-294.01;-229.55;-255;-243.98;-250.28;-230.67;-243.31;-241.44;-266.05;-274.64;-268.56;-292.17;-330.23;-178.65;-194.7;-137.47;-191.2;-302.47;-292.51;-194.46;-264.01;-134.55;-147.93;-182.65;-308.03;-188.49;-147.59;-310.4;-305.78;-333.89;-251.24;-224.41;-210.56;-223;-234.51;-49.27;-266.89;-259;-222.2;-265.05;-106.41;-217.91;-220.07;-289.83;-341.83;-249.53;-246.23;-314.32;-316.88;-243.31;-261.42
343;-244.94;-254.37;-274.81;-254.33;-164.21;-177.76;-270.14;-257.12;-171.3;-175.34;-179.82;-187.32;-202.18;-170.04;-164.17;-206.55;-227.33;-211.93;-208.73;-219.61;-248.28;-237.8;-304.39;-310.37;-319.49;-293.59;-229.25;-254.79;-243.69;-250.07;-230.13;-243.27;-241.02;-265.72;-273.02;-268.47;-291.54;-329.81;-177.85;-194.37;-136.93;-190.82;-301.76;-291.63;-193.88;-263.72;-134.01;-147.3;-181.86;-307.95;-188.08;-146.63;-309.31;-304.9;-333.3;-250.91;-224.12;-210.35;-222.49;-234.26;-48.65;-266.55;-258.54;-222.03;-264.8;-105.95;-217.36;-219.99;-289.16;-341.49;-248.95;-246.11;-313.86;-316.54;-242.98;-261.3
344;-244.11;-253.91;-274.1;-253.87;-163.42;-177.26;-269.6;-256.71;-170.76;-175.01;-179.19;-186.94;-201.63;-169.67;-163.71;-206.47;-227.04;-211.73;-208.23;-219.24;-247.74;-237.51;-303.81;-309.99;-319.12;-293.26;-228.59;-254.49;-243.06;-249.7;-229.75;-242.98;-240.31;-265.26;-272.93;-268.14;-290.83;-329.35;-176.9;-193.83;-136.34;-190.45;-301.26;-291.21;-193.17;-263.34;-133.55;-146.88;-181.32;-307.9;-187.83;-145.97;-308.6;-304.44;-332.55;-250.74;-223.5;-209.72;-221.79;-233.8;-48.19;-266.39;-258.17;-221.78;-264.3;-105.24;-216.61;-219.82;-288.62;-340.95;-248.53;-245.82;-313.11;-315.96;-242.52;-261.13
345;-243.56;-253.54;-273.64;-253.79;-162.84;-176.97;-268.85;-256.29;-170.09;-174.67;-178.73;-186.61;-201.01;-169.25;-163.25;-206.3;-226.67;-211.48;-207.77;-219.03;-246.94;-237.18;-303.31;-309.66;-318.58;-292.97;-228.17;-254.08;-242.6;-249.57;-229.3;-242.77;-239.77;-264.88;-272.64;-267.97;-290.29;-328.93;-176.23;-193.53;-135.72;-189.82;-300.68;-290.42;-192.5;-263.13;-132.88;-146.42;-180.69;-308.03;-187.28;-145.34;-307.6;-303.73;-331.97;-250.7;-223.04;-209.22;-221.28;-233.42;-47.65;-266.05;-257.54;-221.49;-264.01;-104.87;-216.03;-219.57;-288.5;-340.7;-247.94;-245.57;-312.65;-315.5;-242.31;-260.96
346;-242.81;-253.08;-272.89;-253.41;-162.17;-176.43;-268.39;-255.91;-169.59;-174.26;-178.02;-186.19;-200.97;-169;-162.79;-206.13;-226.37;-211.14;-207.23;-218.69;-246.53;-236.93;-302.76;-309.2;-318.2;-292.76;-227.58;-253.87;-242.14;-249.07;-229.04;-242.77;-239.18;-264.43;-272.48;-267.85;-289.54;-328.39;-175.27;-192.99;-135.34;-189.61;-300.34;-289.8;-191.75;-262.63;-132.51;-146.05;-180.27;-307.99;-186.95;-145.01;-306.94;-303.23;-331.17;-250.36;-222.49;-208.55;-220.66;-233.09;-47.11;-265.8;-257;-221.28;-263.55;-104.24;-215.4;-219.24;-288.29;-340.16;-247.74;-245.19;-311.9;-314.96;-242.1;-260.96
347;-242.31;-252.7;-272.52;-253.16;-161.67;-176.13;-267.76;-255.45;-168.84;-173.84;-177.52;-185.94;-200.8;-168.58;-162.25;-205.88;-225.92;-210.97;-207.14;-218.4;-245.98;-236.59;-302.39;-308.7;-317.57;-292.47;-227.25;-253.66;-241.69;-248.74;-228.42;-242.31;-238.93;-264.09;-272.64;-267.76;-288.91;-328.02;-174.56;-192.7;-134.63;-189.03;-299.63;-289.17;-191.21;-262.26;-132;-145.72;-179.65;-308.11;-186.62;-145.01;-305.98;-302.6;-330.63;-250.03;-221.99;-208.14;-220.28;-233.01;-46.52;-265.34;-256.33;-221.03;-263.21;-103.91;-214.74;-218.99;-287.91;-339.82;-247.19;-245.15;-311.44;-314.46;-242.02;-260.8
348;-241.64;-252.33;-271.77;-252.87;-160.92;-175.8;-267.13;-255.25;-168.34;-173.51;-176.9;-185.4;-200.51;-168.41;-161.92;-205.63;-225.58;-210.64;-207.1;-218.15;-245.65;-236.26;-301.76;-308.28;-317.2;-292.13;-226.58;-253.24;-241.1;-248.11;-228.17;-242.23;-238.43;-263.67;-272.18;-267.56;-288.29;-327.47;-173.77;-192.24;-134.22;-188.78;-299.13;-288.71;-190.37;-261.8;-131.8;-145.51;-179.15;-308.28;-186.37;-145.09;-305.31;-302.44;-329.88;-249.49;-221.45;-207.51;-219.62;-232.67;-46.06;-265.14;-256;-220.78;-262.71;-103.24;-213.9;-218.53;-287.24;-339.32;-246.82;-244.94;-310.65;-313.83;-241.77;-260.8
349;-241.19;-251.99;-271.22;-252.53;-160.42;-175.51;-266.43;-254.79;-167.72;-173.09;-176.44;-185.1;-200.34;-168.08;-161.29;-205.34;-225.16;-210.39;-206.68;-217.9;-245.11;-235.97;-301.35;-307.95;-316.74;-291.71;-226.33;-252.99;-240.73;-247.86;-227.54;-242.14;-237.93;-263.3;-271.97;-267.3;-287.74;-327.01;-173.1;-191.86;-133.63;-188.36;-298.38;-287.92;-189.91;-261.3;-131.38;-145.17;-178.52;-308.11;-186.16;-145.55;-304.35;-301.81;-329.26;-249.2;-221.03;-207.14;-219.12;-232.3;-45.39;-264.76;-255.5;-220.49;-262.42;-102.86;-213.32;-218.28;-286.74;-338.91;-246.36;-244.69;-310.11;-313.5;-241.77;-260.8
350;-240.64;-251.53;-270.56;-252.28;-159.83;-175.17;-265.93;-254.45;-167.22;-172.75;-175.73;-184.65;-200.01;-167.87;-161;-205.13;-224.83;-210.18;-206.22;-217.57;-244.56;-235.76;-300.76;-307.57;-316.36;-291.42;-226.04;-252.62;-240.27;-247.53;-227.08;-241.94;-237.56;-262.88;-272.1;-267.1;-286.99;-326.51;-172.35;-191.49;-133.09;-187.86;-297.92;-287.42;-189.24;-260.8;-131.13;-145.05;-178.02;-308.07;-186.12;-145.8;-303.6;-301.35;-328.5;-248.7;-220.49;-206.51;-218.41;-232;-44.94;-264.55;-255.16;-220.36;-261.92;-102.32;-212.57;-217.86;-285.87;-338.53;-245.94;-244.65;-309.4;-312.91;-241.64;-260.84
351;-240.27;-251.24;-270.06;-252.12;-159.58;-175.09;-265.22;-254.12;-166.51;-172.5;-175.18;-184.31;-199.34;-167.71;-160.5;-205.05;-224.41;-209.85;-205.81;-217.36;-243.94;-235.51;-300.34;-307.11;-315.78;-291.13;-225.87;-252.41;-239.89;-247.4;-226.67;-241.77;-237.14;-262.59;-272.27;-267.05;-286.41;-326.01;-171.76;-191.16;-132.46;-187.52;-297.3;-286.67;-188.74;-260.5;-130.71;-144.96;-177.4;-307.99;-185.95;-146.3;-302.76;-300.77;-327.84;-248.36;-219.99;-206.01;-218.03;-231.75;-44.27;-264.18;-254.79;-220.2;-261.63;-101.86;-212.02;-217.65;-285.41;-338.2;-245.4;-244.23;-308.9;-312.54;-241.6;-260.84
352;-239.6;-250.74;-269.35;-251.74;-158.96;-174.97;-264.76;-253.74;-166.09;-172.17;-174.52;-183.89;-198.92;-167.5;-160.33;-204.76;-224.12;-209.64;-205.18;-217.15;-243.56;-235.13;-299.63;-306.65;-315.4;-291.01;-225.58;-252.07;-239.35;-247.19;-226.25;-241.31;-236.55;-262.09;-271.89;-266.89;-285.62;-325.55;-170.85;-190.7;-132.05;-187.15;-296.71;-286.25;-187.99;-259.92;-130.5;-144.96;-176.85;-308.11;-185.78;-146.72;-302.14;-300.1;-327.04;-247.9;-219.62;-205.47;-217.32;-231.3;-43.77;-263.97;-254.54;-219.95;-261.09;-101.24;-211.31;-217.15;-284.66;-337.86;-244.98;-244.06;-308.23;-311.83;-241.35;-260.88
353;-239.18;-250.45;-268.8;-251.45;-158.58;-174.76;-264.13;-253.28;-165.26;-171.75;-174.06;-183.69;-198.21;-167.33;-159.83;-204.59;-223.79;-209.51;-204.72;-216.82;-242.98;-234.8;-299.3;-306.32;-315.03;-290.55;-225.25;-251.78;-238.97;-247.07;-225.54;-241.14;-236.3;-261.88;-271.77;-266.8;-285.16;-325.26;-170.3;-190.4;-131.38;-186.73;-296.05;-285.41;-187.45;-259.54;-130.17;-144.84;-176.27;-308.03;-185.61;-147.13;-301.26;-300.14;-326.46;-247.36;-219.2;-205.05;-216.74;-231.09;-43.27;-263.72;-254.2;-219.57;-260.71;-100.9;-210.77;-216.94;-284.16;-337.57;-244.4;-243.52;-307.69;-311.37;-241.31;-260.92
354;-238.56;-250.11;-268.14;-251.2;-158.25;-174.59;-263.59;-252.99;-164.8;-171.42;-173.39;-183.27;-197.88;-167.2;-159.5;-204.34;-223.58;-209.31;-204.22;-216.48;-242.52;-234.68;-298.51;-305.69;-314.53;-290.42;-225.04;-251.37;-238.68;-246.86;-225.16;-241.14;-235.85;-261.42;-271.22;-266.64;-284.28;-324.59;-169.55;-189.94;-130.92;-186.31;-295.67;-284.75;-186.7;-259.13;-130;-144.84;-175.69;-307.7;-185.24;-147.26;-300.59;-299.77;-325.63;-247.03;-218.78;-204.47;-216.11;-230.75;-42.72;-263.34;-253.78;-219.28;-260.29;-100.4;-210.06;-216.44;-283.45;-337.2;-244.15;-243.69;-306.89;-310.82;-241.19;-260.8
355;-238.14;-249.86;-267.72;-250.99;-158;-174.59;-262.88;-252.53;-164.17;-171.04;-172.93;-182.98;-197.13;-166.95;-158.96;-204.01;-223.33;-209.22;-203.72;-216.4;-241.94;-234.42;-298.01;-305.44;-314.19;-290.09;-224.79;-251.2;-238.39;-246.86;-224.96;-241.1;-235.55;-261.21;-269.76;-266.6;-283.74;-324.3;-169.01;-189.61;-130.29;-185.98;-294.88;-284;-186.32;-258.63;-129.71;-144.63;-174.93;-307.45;-184.86;-147.34;-299.76;-299.27;-325;-246.65;-218.49;-204.09;-215.74;-230.63;-42.18;-263.09;-253.37;-218.9;-259.92;-100.11;-209.52;-216.11;-283.07;-336.99;-243.69;-243.31;-306.43;-310.53;-241.19;-260.84
356;-237.72;-249.57;-266.93;-250.61;-157.62;-174.59;-262.46;-252.28;-163.59;-170.67;-172.22;-182.48;-196.84;-166.87;-158.54;-203.92;-223.16;-209.26;-203.47;-216.02;-241.6;-234.13;-297.34;-304.86;-313.86;-289.84;-224.33;-251.07;-238.1;-246.61;-224.58;-241.1;-235.09;-260.8;-269.3;-266.3;-283.07;-323.68;-168.3;-189.15;-129.84;-185.61;-294.42;-283.62;-185.53;-258.29;-129.75;-144.63;-174.48;-307.32;-184.61;-147.55;-299.18;-298.64;-324.17;-245.94;-218.07;-203.67;-215.15;-230.34;-41.77;-262.84;-253.08;-218.61;-259.46;-99.57;-208.77;-215.65;-282.36;-336.82;-243.4;-243.19;-305.68;-309.78;-241.02;-260.8
357;-237.31;-249.28;-266.55;-250.36;-157.41;-174.59;-261.71;-251.82;-162.92;-170.33;-171.72;-182.31;-196.46;-166.7;-158.12;-203.88;-223.12;-209.14;-203.22;-215.86;-241.1;-233.97;-296.84;-304.61;-313.4;-289.63;-224;-250.74;-237.89;-246.61;-223.95;-241.27;-234.76;-260.5;-268.89;-266.3;-282.45;-323.34;-167.76;-188.94;-129.17;-185.27;-293.67;-282.83;-185.03;-257.96;-129.63;-144.76;-173.89;-307.03;-184.2;-147.63;-298.17;-298.1;-323.62;-245.52;-217.82;-203.46;-214.61;-230.25;-41.14;-262.46;-252.7;-218.15;-259.12;-99.11;-208.23;-215.19;-282.07;-336.53;-243.06;-243.02;-305.14;-309.41;-240.98;-260.75
358;-236.8;-248.78;-265.84;-250.07;-157.12;-174.59;-261.21;-251.41;-162.42;-170.17;-171.1;-181.77;-196.21;-166.41;-157.7;-203.71;-222.95;-209.31;-202.8;-215.4;-240.85;-233.84;-296.17;-304.15;-313.11;-289.34;-223.62;-250.45;-237.64;-246.11;-223.7;-241.14;-234.22;-260.09;-268.72;-266.01;-281.61;-322.68;-167.26;-188.53;-128.83;-184.94;-293.25;-282.45;-184.32;-257.46;-129.59;-144.67;-173.39;-306.86;-184.03;-147.76;-297.55;-297.51;-322.79;-245.02;-217.49;-203.17;-213.98;-229.84;-40.81;-262.21;-252.37;-217.78;-258.62;-98.52;-207.52;-214.81;-279.32;-336.19;-242.81;-242.98;-304.47;-308.78;-240.93;-260.67
359;-236.3;-248.53;-265.38;-249.86;-156.99;-174.55;-260.46;-251.03;-161.79;-169.75;-170.64;-181.52;-195.67;-166.24;-157.16;-203.46;-223;-209.35;-202.26;-215.23;-240.48;-233.51;-295.67;-303.73;-312.57;-289.09;-223.33;-250.36;-237.43;-245.9;-223.41;-240.6;-233.72;-259.79;-268.47;-265.97;-281.15;-322.26;-166.8;-188.36;-128.25;-184.56;-292.58;-281.83;-184.03;-257.21;-129.46;-144.59;-172.76;-306.69;-183.65;-147.55;-296.67;-296.97;-322.29;-244.69;-217.28;-203.13;-213.61;-229.79;-40.14;-261.88;-251.87;-217.28;-258.37;-98.15;-206.89;-214.48;-279.23;-336.11;-242.65;-243.02;-303.89;-308.32;-240.77;-260.67
360;-235.76;-248.15;-264.63;-249.49;-156.74;-174.63;-259.96;-250.61;-161.25;-169.54;-170.01;-181.14;-195.21;-166.12;-156.74;-203.26;-222.91;-209.35;-201.76;-214.98;-240.35;-233.21;-294.88;-303.23;-312.32;-288.79;-223;-250.03;-237.06;-245.61;-223;-240.35;-233.34;-259.42;-268.26;-265.64;-280.32;-321.8;-166.26;-188.03;-127.79;-184.4;-292.08;-281.37;-183.4;-256.79;-129.33;-144.71;-172.35;-306.61;-183.4;-147.51;-295.96;-296.51;-321.5;-244.23;-216.99;-202.96;-212.98;-229.42;-39.76;-261.67;-251.45;-216.98;-257.87;-97.56;-206.22;-214.19;-279.19;-335.94;-242.52;-242.9;-303.18;-307.7;-240.6;-260.67
361;-235.43;-247.94;-264.21;-249.24;-156.54;-174.67;-259.21;-250.11;-160.46;-169.08;-169.51;-180.77;-194.5;-165.83;-156.41;-203.09;-222.87;-209.56;-201.34;-214.69;-239.93;-232.92;-294.5;-302.81;-311.82;-288.59;-222.7;-250.03;-236.85;-245.44;-222.33;-240.18;-232.97;-259;-268.22;-265.47;-279.78;-321.42;-165.76;-187.69;-127.29;-184.02;-291.54;-280.74;-182.94;-256.46;-129.21;-144.59;-171.81;-306.53;-183.15;-147.26;-295.05;-296.64;-320.95;-243.81;-216.82;-202.92;-212.48;-229.17;-39.35;-261.46;-251.03;-216.57;-257.54;-97.19;-205.72;-213.85;-279.48;-335.86;-242.44;-242.6;-302.85;-307.32;-240.31;-260.59
362;-234.97;-247.53;-263.55;-248.95;-156.41;-174.88;-258.71;-249.82;-160.08;-168.79;-168.89;-180.51;-194.08;-165.79;-156.04;-203.01;-222.95;-209.64;-200.76;-214.48;-239.6;-232.67;-293.79;-302.35;-311.44;-288.42;-222.24;-249.95;-236.43;-245.11;-221.95;-240.1;-232.38;-258.63;-267.47;-265.43;-279.11;-320.88;-165.01;-187.19;-126.83;-183.85;-291.04;-280.2;-182.36;-256.04;-129;-144.59;-171.22;-306.49;-183.03;-147.18;-294.42;-295.26;-320.08;-243.35;-216.49;-202.67;-211.81;-228.79;-38.93;-261.3;-250.7;-216.36;-257;-96.65;-205.14;-213.44;-279.61;-335.69;-242.48;-242.64;-301.97;-306.78;-240.18;-260.55
363;-234.64;-247.28;-263.09;-248.61;-156.33;-174.97;-257.96;-249.36;-159.33;-168.41;-168.43;-180.18;-193.62;-165.54;-155.49;-202.8;-222.95;-209.81;-200.38;-214.23;-239.1;-232.21;-293.25;-302.06;-310.94;-288;-221.95;-249.78;-236.22;-244.94;-221.49;-240.1;-232.17;-258.25;-267.22;-265.22;-278.48;-320.51;-164.42;-186.77;-126.29;-183.6;-290.33;-279.53;-181.86;-255.62;-128.88;-144.46;-170.55;-306.32;-182.74;-147.05;-293.5;-294.76;-319.62;-243.06;-216.32;-202.55;-211.31;-228.67;-38.47;-261.17;-250.36;-215.94;-256.71;-96.15;-204.56;-213.23;-279.65;-335.61;-242.44;-242.73;-301.51;-306.32;-240.02;-260.46
364;-234.18;-246.94;-262.46;-248.4;-156.12;-174.97;-257.46;-249.11;-158.75;-168.29;-167.72;-179.76;-193.29;-165.37;-155.12;-202.63;-223;-209.89;-199.92;-213.98;-238.77;-231.96;-292.67;-301.44;-310.57;-287.79;-221.28;-249.53;-235.93;-244.65;-221.08;-240.18;-231.67;-257.87;-267.13;-265.09;-277.77;-319.84;-163.75;-186.36;-125.87;-183.35;-289.79;-278.95;-181.11;-255.16;-128.79;-144.38;-170.18;-306.11;-182.57;-146.88;-292.75;-294.84;-318.87;-242.85;-216.15;-202.5;-210.73;-228.33;-38.09;-261.17;-249.99;-215.77;-256.29;-95.77;-204.05;-212.98;-279.57;-335.11;-242.44;-242.69;-300.72;-305.69;-239.81;-260.46
365;-233.93;-246.53;-261.96;-248.11;-155.95;-175.22;-256.87;-248.78;-157.95;-167.87;-167.22;-179.51;-192.79;-165.16;-154.58;-202.5;-223.08;-210.02;-199.34;-213.77;-238.35;-231.55;-292.17;-301.1;-310.02;-287.54;-220.91;-249.4;-235.55;-244.52;-220.49;-240.06;-231.34;-257.46;-267.26;-264.8;-277.19;-319.42;-163.13;-186.02;-125.25;-182.98;-289.16;-278.11;-180.78;-255;-128.58;-144.3;-169.55;-305.57;-182.32;-146.55;-291.83;-294.05;-318.45;-242.52;-216.11;-202.46;-210.15;-228.21;-37.76;-261;-249.65;-215.44;-255.87;-95.44;-203.76;-212.89;-277.77;-334.82;-242.52;-242.6;-300.22;-305.32;-239.85;-260.29
366;-233.68;-246.19;-261.59;-247.99;-155.87;-175.34;-256.45;-248.53;-157.62;-167.62;-166.55;-179.01;-192.67;-164.99;-154.41;-202.3;-223.16;-210.06;-199.05;-213.4;-238.01;-231.13;-291.42;-300.64;-309.73;-287.38;-220.41;-249.15;-235.22;-244.15;-220.24;-240.02;-230.84;-257.08;-267.3;-264.72;-276.48;-318.84;-162.42;-185.48;-124.87;-182.68;-288.7;-277.57;-180.11;-254.49;-128.46;-144.26;-169.18;-305.32;-182.24;-146.42;-291.29;-293.51;-317.78;-242.39;-215.9;-202.38;-209.52;-227.92;-37.43;-261;-249.4;-215.23;-255.37;-94.77;-203.14;-212.85;-277.69;-333.61;-242.6;-242.73;-299.59;-304.69;-239.68;-260.21
367;-233.26;-245.94;-261.04;-247.74;-155.87;-175.55;-255.91;-248.28;-156.79;-167.29;-166.09;-178.72;-192.37;-164.78;-154.03;-202.21;-223.37;-210.35;-199.05;-213.27;-237.47;-230.67;-291;-300.31;-309.27;-287;-220.12;-248.78;-234.97;-244.02;-219.7;-239.43;-230.51;-256.87;-267.09;-264.59;-275.94;-318.46;-161.88;-185.1;-124.33;-182.18;-287.99;-276.82;-179.65;-254.29;-128.42;-144.13;-168.43;-304.77;-182.07;-146.17;-290.41;-293.26;-317.41;-242.06;-215.74;-202.34;-209.06;-227.79;-37.09;-260.8;-249.07;-214.98;-255.08;-94.39;-202.89;-212.73;-277.65;-332.61;-242.56;-242.6;-299.18;-304.23;-239.6;-260.21
368;-232.76;-245.69;-260.46;-247.49;-155.74;-175.76;-255.58;-248.15;-156.2;-167.04;-165.42;-178.39;-192.16;-164.58;-153.78;-201.92;-223.41;-210.52;-198.63;-212.98;-237.14;-230.42;-290.37;-299.85;-309.02;-286.79;-219.53;-248.61;-234.55;-243.81;-219.37;-239.06;-230.13;-256.37;-266.72;-261.17;-275.15;-317.96;-161.13;-184.6;-123.87;-181.77;-287.58;-276.44;-179.11;-253.83;-128.25;-144.17;-168.01;-304.44;-181.9;-146.22;-289.75;-292.47;-316.74;-241.77;-215.57;-202.3;-208.39;-227.33;-36.88;-260.8;-248.9;-214.73;-254.66;-93.98;-202.51;-212.77;-277.94;-332.77;-242.73;-242.52;-298.38;-303.61;-239.6;-260.29
369;-232.38;-245.4;-260.04;-247.23;-155.66;-175.76;-255.24;-247.94;-155.53;-166.66;-164.92;-178.18;-191.66;-164.41;-153.2;-201.88;-223.7;-210.77;-198.21;-212.81;-236.51;-230;-290;-299.52;-308.56;-286.46;-219.24;-248.4;-234.3;-243.52;-218.78;-238.6;-229.8;-256.04;-266.51;-261.8;-274.6;-317.54;-160.58;-184.31;-123.41;-181.6;-287.04;-275.9;-178.61;-253.49;-128.12;-144.05;-167.34;-304.02;-181.82;-146.13;-288.95;-291.71;-316.36;-241.64;-215.4;-202.21;-207.93;-227.25;-36.55;-260.8;-248.69;-214.69;-254.45;-93.73;-202.3;-212.81;-277.9;-332.98;-242.9;-242.69;-297.92;-303.19;-239.47;-260.21
370;-231.92;-245.02;-259.42;-246.86;-155.66;-176.01;-254.91;-247.78;-155.08;-166.41;-164.34;-177.64;-191.33;-164.28;-152.78;-201.75;-223.83;-210.93;-197.88;-212.48;-236.01;-229.79;-289.29;-298.97;-305.31;-286.29;-218.82;-248.11;-233.76;-243.23;-218.41;-238.56;-229.3;-253.45;-266.13;-261.38;-273.85;-317.04;-159.96;-183.85;-123.08;-181.35;-286.7;-275.52;-178.06;-253.16;-128;-143.96;-166.92;-303.94;-181.82;-146.22;-288.25;-291.21;-315.78;-241.56;-215.24;-202.46;-207.27;-227.04;-36.22;-260.71;-248.69;-214.77;-254.12;-93.31;-201.97;-212.85;-277.82;-333.11;-243.1;-242.52;-297.17;-302.69;-239.39;-260.17
371;-231.51;-244.73;-258.96;-246.61;-155.62;-176.18;-254.58;-247.78;-154.28;-166.08;-163.75;-177.39;-191.08;-163.99;-152.36;-201.75;-224.04;-211.23;-197.63;-212.18;-235.59;-229.38;-288.87;-298.68;-305.43;-285.91;-218.57;-247.94;-233.43;-243.02;-218.03;-238.35;-229.09;-253.62;-265.8;-261;-273.31;-316.62;-159.5;-183.35;-122.49;-181.02;-286.16;-275.07;-177.6;-252.83;-127.79;-143.92;-166.38;-303.61;-181.94;-146.47;-287.33;-290.75;-315.49;-241.6;-215.24;-202.46;-206.85;-226.91;-35.88;-260.71;-248.86;-214.81;-253.91;-93.14;-201.72;-212.85;-277.65;-333.32;-243.23;-242.52;-296.71;-302.23;-239.35;-260.25
372;-231.01;-244.4;-258.33;-246.4;-155.58;-176.3;-254.45;-247.74;-153.7;-165.83;-163.13;-177.01;-190.62;-164.07;-152.11;-201.71;-224.16;-211.31;-197.13;-211.89;-235.26;-229.08;-288.25;-298.27;-305.56;-285.71;-218.24;-247.65;-232.84;-242.69;-217.82;-238.39;-228.67;-253.87;-265.55;-261.34;-272.56;-316.17;-158.87;-182.98;-122.28;-180.72;-285.91;-274.73;-177.1;-252.41;-127.62;-143.88;-165.84;-303.4;-182.03;-146.38;-286.78;-290.34;-314.9;-241.56;-215.11;-202.5;-206.18;-226.79;-35.47;-260.63;-248.74;-214.77;-253.66;-92.85;-201.43;-212.81;-275.56;-333.4;-243.27;-242.6;-296.05;-301.6;-239.39;-260.34
373;-230.67;-244.27;-258;-246.19;-155.58;-176.47;-254.08;-247.74;-153.03;-165.41;-162.67;-176.76;-190.45;-163.99;-151.99;-201.8;-224.37;-211.64;-196.96;-211.77;-234.8;-228.75;-287.83;-297.89;-305.64;-285.46;-217.91;-247.36;-232.67;-242.35;-217.57;-238.43;-228.34;-253.95;-265.22;-261.63;-272.06;-315.67;-158.37;-182.56;-121.91;-180.64;-285.58;-274.4;-176.85;-252.28;-127.5;-143.84;-165.34;-303.19;-182.03;-146.47;-285.99;-290;-314.49;-241.48;-214.94;-202.59;-205.85;-226.62;-35.09;-260.59;-248.69;-214.77;-253.53;-92.77;-201.22;-213.02;-275.23;-333.4;-243.35;-242.56;-295.5;-301.19;-239.47;-260.42
